customer_id,email,first_name,last_name,total_payments,total_spent,_merge
15,HELEN.HARRIS@sakilacustomer.org,HELEN,HARRIS,64,269.36,left_only
16,SANDRA.MARTIN@sakilacustomer.org,SANDRA,MARTIN,28,118.72,right_only
16,SANDRA.MARTIN@sakilacustomer.org,SANDRA,MARTIN,56,237.44,left_only
17,DONNA.THOMPSON@sakilacustomer.org,DONNA,THOMPSON,21,98.79,right_only
17,DONNA.THOMPSON@sakilacustomer.org,DONNA,THOMPSON,42,197.58,left_only
18,CAROL.GARCIA@sakilacustomer.org,CAROL,GARCIA,22,91.78,right_only
18,CAROL.GARCIA@sakilacustomer.org,CAROL,GARCIA,44,183.56,left_only
19,RUTH.MARTINEZ@sakilacustomer.org,RUTH,MARTINEZ,24,125.76,right_only
19,RUTH.MARTINEZ@sakilacustomer.org,RUTH,MARTINEZ,48,251.52,left_only
20,SHARON.ROBINSON@sakilacustomer.org,SHARON,ROBINSON,31,120.47,right_only
20,SHARON.ROBINSON@sakilacustomer.org,SHARON,ROBINSON,62,240.94,left_only
21,MICHELLE.CLARK@sakilacustomer.org,MICHELLE,CLARK,35,155.65,right_only
21,MICHELLE.CLARK@sakilacustomer.org,MICHELLE,CLARK,70,311.3,left_only
22,LAURA.RODRIGUEZ@sakilacustomer.org,LAURA,RODRIGUEZ,22,113.78,right_only
22,LAURA.RODRIGUEZ@sakilacustomer.org,LAURA,RODRIGUEZ,44,227.56,left_only
23,SARAH.LEWIS@sakilacustomer.org,SARAH,LEWIS,30,119.7,right_only
23,SARAH.LEWIS@sakilacustomer.org,SARAH,LEWIS,60,239.4,left_only
24,KIMBERLY.LEE@sakilacustomer.org,KIMBERLY,LEE,26,96.82,right_only
24,KIMBERLY.LEE@sakilacustomer.org,KIMBERLY,LEE,52,193.64,left_only
25,DEBORAH.WALKER@sakilacustomer.org,DEBORAH,WALKER,29,115.71,right_only
25,DEBORAH.WALKER@sakilacustomer.org,DEBORAH,WALKER,58,231.42,left_only
26,JESSICA.HALL@sakilacustomer.org,JESSICA,HALL,34,152.66,right_only
26,JESSICA.HALL@sakilacustomer.org,JESSICA,HALL,68,305.32,left_only
27,SHIRLEY.ALLEN@sakilacustomer.org,SHIRLEY,ALLEN,31,126.69,right_only
27,SHIRLEY.ALLEN@sakilacustomer.org,SHIRLEY,ALLEN,62,253.38,left_only
28,CYNTHIA.YOUNG@sakilacustomer.org,CYNTHIA,YOUNG,32,111.68,right_only
28,CYNTHIA.YOUNG@sakilacustomer.org,CYNTHIA,YOUNG,64,223.36,left_only
29,ANGELA.HERNANDEZ@sakilacustomer.org,ANGELA,HERNANDEZ,36,140.64,right_only
29,ANGELA.HERNANDEZ@sakilacustomer.org,ANGELA,HERNANDEZ,72,281.28,left_only
30,MELISSA.KING@sakilacustomer.org,MELISSA,KING,34,123.66,right_only
30,MELISSA.KING@sakilacustomer.org,MELISSA,KING,68,247.32,left_only
31,BRENDA.WRIGHT@sakilacustomer.org,BRENDA,WRIGHT,26,104.74,right_only
31,BRENDA.WRIGHT@sakilacustomer.org,BRENDA,WRIGHT,52,209.48,left_only
32,AMY.LOPEZ@sakilacustomer.org,AMY,LOPEZ,29,127.71,right_only
32,AMY.LOPEZ@sakilacustomer.org,AMY,LOPEZ,58,255.42,left_only
33,ANNA.HILL@sakilacustomer.org,ANNA,HILL,21,91.79,right_only
33,ANNA.HILL@sakilacustomer.org,ANNA,HILL,42,183.58,left_only
34,REBECCA.SCOTT@sakilacustomer.org,REBECCA,SCOTT,24,89.76,right_only
34,REBECCA.SCOTT@sakilacustomer.org,REBECCA,SCOTT,48,179.52,left_only
35,VIRGINIA.GREEN@sakilacustomer.org,VIRGINIA,GREEN,32,129.68,right_only
35,VIRGINIA.GREEN@sakilacustomer.org,VIRGINIA,GREEN,64,259.36,left_only
36,KATHLEEN.ADAMS@sakilacustomer.org,KATHLEEN,ADAMS,27,92.73,right_only
36,KATHLEEN.ADAMS@sakilacustomer.org,KATHLEEN,ADAMS,54,185.46,left_only
37,PAMELA.BAKER@sakilacustomer.org,PAMELA,BAKER,23,95.77,right_only
37,PAMELA.BAKER@sakilacustomer.org,PAMELA,BAKER,46,191.54,left_only
38,MARTHA.GONZALEZ@sakilacustomer.org,MARTHA,GONZALEZ,34,127.66,right_only
38,MARTHA.GONZALEZ@sakilacustomer.org,MARTHA,GONZALEZ,68,255.32,left_only
39,DEBRA.NELSON@sakilacustomer.org,DEBRA,NELSON,29,141.71,right_only
39,DEBRA.NELSON@sakilacustomer.org,DEBRA,NELSON,58,283.42,left_only
40,AMANDA.CARTER@sakilacustomer.org,AMANDA,CARTER,27,110.73,right_only
40,AMANDA.CARTER@sakilacustomer.org,AMANDA,CARTER,54,221.46,left_only
41,STEPHANIE.MITCHELL@sakilacustomer.org,STEPHANIE,MITCHELL,25,118.75,right_only
41,STEPHANIE.MITCHELL@sakilacustomer.org,STEPHANIE,MITCHELL,50,237.5,left_only
42,CAROLYN.PEREZ@sakilacustomer.org,CAROLYN,PEREZ,30,117.7,right_only
42,CAROLYN.PEREZ@sakilacustomer.org,CAROLYN,PEREZ,60,235.4,left_only
43,CHRISTINE.ROBERTS@sakilacustomer.org,CHRISTINE,ROBERTS,24,99.76,right_only
43,CHRISTINE.ROBERTS@sakilacustomer.org,CHRISTINE,ROBERTS,48,199.52,left_only
44,MARIE.TURNER@sakilacustomer.org,MARIE,TURNER,26,114.74,right_only
44,MARIE.TURNER@sakilacustomer.org,MARIE,TURNER,52,229.48,left_only
45,JANET.PHILLIPS@sakilacustomer.org,JANET,PHILLIPS,27,127.73,right_only
45,JANET.PHILLIPS@sakilacustomer.org,JANET,PHILLIPS,54,255.46,left_only
46,CATHERINE.CAMPBELL@sakilacustomer.org,CATHERINE,CAMPBELL,34,142.66,right_only
46,CATHERINE.CAMPBELL@sakilacustomer.org,CATHERINE,CAMPBELL,68,285.32,left_only
47,FRANCES.PARKER@sakilacustomer.org,FRANCES,PARKER,22,108.78,right_only
47,FRANCES.PARKER@sakilacustomer.org,FRANCES,PARKER,44,217.56,left_only
48,ANN.EVANS@sakilacustomer.org,ANN,EVANS,17,76.83,right_only
48,ANN.EVANS@sakilacustomer.org,ANN,EVANS,34,153.66,left_only
49,JOYCE.EDWARDS@sakilacustomer.org,JOYCE,EDWARDS,28,130.72,right_only
49,JOYCE.EDWARDS@sakilacustomer.org,JOYCE,EDWARDS,56,261.44,left_only
50,DIANE.COLLINS@sakilacustomer.org,DIANE,COLLINS,35,169.65,right_only
50,DIANE.COLLINS@sakilacustomer.org,DIANE,COLLINS,70,339.3,left_only
51,ALICE.STEWART@sakilacustomer.org,ALICE,STEWART,33,138.67,right_only
51,ALICE.STEWART@sakilacustomer.org,ALICE,STEWART,66,277.34,left_only
52,JULIE.SANCHEZ@sakilacustomer.org,JULIE,SANCHEZ,29,107.71,right_only
52,JULIE.SANCHEZ@sakilacustomer.org,JULIE,SANCHEZ,58,215.42,left_only
53,HEATHER.MORRIS@sakilacustomer.org,HEATHER,MORRIS,30,115.7,right_only
53,HEATHER.MORRIS@sakilacustomer.org,HEATHER,MORRIS,60,231.4,left_only
54,TERESA.ROGERS@sakilacustomer.org,TERESA,ROGERS,29,128.71,right_only
54,TERESA.ROGERS@sakilacustomer.org,TERESA,ROGERS,58,257.42,left_only
55,DORIS.REED@sakilacustomer.org,DORIS,REED,23,104.73,right_only
55,DORIS.REED@sakilacustomer.org,DORIS,REED,46,209.46,left_only
56,GLORIA.COOK@sakilacustomer.org,GLORIA,COOK,30,135.7,right_only
56,GLORIA.COOK@sakilacustomer.org,GLORIA,COOK,60,271.4,left_only
57,EVELYN.MORGAN@sakilacustomer.org,EVELYN,MORGAN,29,116.13,right_only
57,EVELYN.MORGAN@sakilacustomer.org,EVELYN,MORGAN,58,232.26,left_only
58,JEAN.BELL@sakilacustomer.org,JEAN,BELL,27,115.73,right_only
58,JEAN.BELL@sakilacustomer.org,JEAN,BELL,54,231.46,left_only
59,CHERYL.MURPHY@sakilacustomer.org,CHERYL,MURPHY,27,133.73,right_only
59,CHERYL.MURPHY@sakilacustomer.org,CHERYL,MURPHY,54,267.46,left_only
60,MILDRED.BAILEY@sakilacustomer.org,MILDRED,BAILEY,25,98.75,right_only
60,MILDRED.BAILEY@sakilacustomer.org,MILDRED,BAILEY,50,197.5,left_only
61,KATHERINE.RIVERA@sakilacustomer.org,KATHERINE,RIVERA,14,58.86,right_only
61,KATHERINE.RIVERA@sakilacustomer.org,KATHERINE,RIVERA,28,117.72,left_only
62,JOAN.COOPER@sakilacustomer.org,JOAN,COOPER,24,87.47,right_only
62,JOAN.COOPER@sakilacustomer.org,JOAN,COOPER,48,174.94,left_only
63,ASHLEY.RICHARDSON@sakilacustomer.org,ASHLEY,RICHARDSON,25,112.75,right_only
63,ASHLEY.RICHARDSON@sakilacustomer.org,ASHLEY,RICHARDSON,50,225.5,left_only
64,JUDITH.COX@sakilacustomer.org,JUDITH,COX,33,100.67,right_only
64,JUDITH.COX@sakilacustomer.org,JUDITH,COX,66,201.34,left_only
65,ROSE.HOWARD@sakilacustomer.org,ROSE,HOWARD,22,103.78,right_only
65,ROSE.HOWARD@sakilacustomer.org,ROSE,HOWARD,44,207.56,left_only
66,JANICE.WARD@sakilacustomer.org,JANICE,WARD,34,144.66,right_only
66,JANICE.WARD@sakilacustomer.org,JANICE,WARD,68,289.32,left_only
67,KELLY.TORRES@sakilacustomer.org,KELLY,TORRES,22,99.78,right_only
67,KELLY.TORRES@sakilacustomer.org,KELLY,TORRES,44,199.56,left_only
68,NICOLE.PETERSON@sakilacustomer.org,NICOLE,PETERSON,22,94.78,right_only
68,NICOLE.PETERSON@sakilacustomer.org,NICOLE,PETERSON,44,189.56,left_only
69,JUDY.GRAY@sakilacustomer.org,JUDY,GRAY,25,96.75,right_only
69,JUDY.GRAY@sakilacustomer.org,JUDY,GRAY,50,193.5,left_only
70,CHRISTINA.RAMIREZ@sakilacustomer.org,CHRISTINA,RAMIREZ,18,80.82,right_only
70,CHRISTINA.RAMIREZ@sakilacustomer.org,CHRISTINA,RAMIREZ,36,161.64,left_only
71,KATHY.JAMES@sakilacustomer.org,KATHY,JAMES,30,129.7,right_only
71,KATHY.JAMES@sakilacustomer.org,KATHY,JAMES,60,259.4,left_only
72,THERESA.WATSON@sakilacustomer.org,THERESA,WATSON,30,99.7,right_only
72,THERESA.WATSON@sakilacustomer.org,THERESA,WATSON,60,199.4,left_only
73,BEVERLY.BROOKS@sakilacustomer.org,BEVERLY,BROOKS,24,97.76,right_only
73,BEVERLY.BROOKS@sakilacustomer.org,BEVERLY,BROOKS,48,195.52,left_only
74,DENISE.KELLY@sakilacustomer.org,DENISE,KELLY,27,103.73,right_only
74,DENISE.KELLY@sakilacustomer.org,DENISE,KELLY,54,207.46,left_only
75,TAMMY.SANDERS@sakilacustomer.org,TAMMY,SANDERS,41,155.59,right_only
75,TAMMY.SANDERS@sakilacustomer.org,TAMMY,SANDERS,82,311.18,left_only
76,IRENE.PRICE@sakilacustomer.org,IRENE,PRICE,23,77.77,right_only
76,IRENE.PRICE@sakilacustomer.org,IRENE,PRICE,46,155.54,left_only
77,JANE.BENNETT@sakilacustomer.org,JANE,BENNETT,28,100.72,right_only
77,JANE.BENNETT@sakilacustomer.org,JANE,BENNETT,56,201.44,left_only
78,LORI.WOOD@sakilacustomer.org,LORI,WOOD,31,141.69,right_only
78,LORI.WOOD@sakilacustomer.org,LORI,WOOD,62,283.38,left_only
79,RACHEL.BARNES@sakilacustomer.org,RACHEL,BARNES,22,84.78,right_only
79,RACHEL.BARNES@sakilacustomer.org,RACHEL,BARNES,44,169.56,left_only
80,MARILYN.ROSS@sakilacustomer.org,MARILYN,ROSS,30,137.7,right_only
80,MARILYN.ROSS@sakilacustomer.org,MARILYN,ROSS,60,275.4,left_only
81,ANDREA.HENDERSON@sakilacustomer.org,ANDREA,HENDERSON,22,93.78,right_only
81,ANDREA.HENDERSON@sakilacustomer.org,ANDREA,HENDERSON,44,187.56,left_only
82,KATHRYN.COLEMAN@sakilacustomer.org,KATHRYN,COLEMAN,26,130.74,right_only
82,KATHRYN.COLEMAN@sakilacustomer.org,KATHRYN,COLEMAN,52,261.48,left_only
83,LOUISE.JENKINS@sakilacustomer.org,LOUISE,JENKINS,25,101.75,right_only
83,LOUISE.JENKINS@sakilacustomer.org,LOUISE,JENKINS,50,203.5,left_only
84,SARA.PERRY@sakilacustomer.org,SARA,PERRY,33,141.67,right_only
84,SARA.PERRY@sakilacustomer.org,SARA,PERRY,66,283.34,left_only
85,ANNE.POWELL@sakilacustomer.org,ANNE,POWELL,23,87.77,right_only
85,ANNE.POWELL@sakilacustomer.org,ANNE,POWELL,46,175.54,left_only
86,JACQUELINE.LONG@sakilacustomer.org,JACQUELINE,LONG,33,148.67,right_only
86,JACQUELINE.LONG@sakilacustomer.org,JACQUELINE,LONG,66,297.34,left_only
87,WANDA.PATTERSON@sakilacustomer.org,WANDA,PATTERSON,30,145.7,right_only
87,WANDA.PATTERSON@sakilacustomer.org,WANDA,PATTERSON,60,291.4,left_only
88,BONNIE.HUGHES@sakilacustomer.org,BONNIE,HUGHES,21,87.79,right_only
88,BONNIE.HUGHES@sakilacustomer.org,BONNIE,HUGHES,42,175.58,left_only
89,JULIA.FLORES@sakilacustomer.org,JULIA,FLORES,32,134.68,right_only
89,JULIA.FLORES@sakilacustomer.org,JULIA,FLORES,64,269.36,left_only
90,RUBY.WASHINGTON@sakilacustomer.org,RUBY,WASHINGTON,28,110.72,right_only
90,RUBY.WASHINGTON@sakilacustomer.org,RUBY,WASHINGTON,56,221.44,left_only
91,LOIS.BUTLER@sakilacustomer.org,LOIS,BUTLER,35,113.65,right_only
91,LOIS.BUTLER@sakilacustomer.org,LOIS,BUTLER,70,227.3,left_only
92,TINA.SIMMONS@sakilacustomer.org,TINA,SIMMONS,28,133.72,right_only
92,TINA.SIMMONS@sakilacustomer.org,TINA,SIMMONS,56,267.44,left_only
93,PHYLLIS.FOSTER@sakilacustomer.org,PHYLLIS,FOSTER,23,91.77,right_only
93,PHYLLIS.FOSTER@sakilacustomer.org,PHYLLIS,FOSTER,46,183.54,left_only
94,NORMA.GONZALES@sakilacustomer.org,NORMA,GONZALES,21,79.79,right_only
94,NORMA.GONZALES@sakilacustomer.org,NORMA,GONZALES,42,159.58,left_only
95,PAULA.BRYANT@sakilacustomer.org,PAULA,BRYANT,18,77.82,right_only
95,PAULA.BRYANT@sakilacustomer.org,PAULA,BRYANT,36,155.64,left_only
96,DIANA.ALEXANDER@sakilacustomer.org,DIANA,ALEXANDER,27,105.73,right_only
96,DIANA.ALEXANDER@sakilacustomer.org,DIANA,ALEXANDER,54,211.46,left_only
97,ANNIE.RUSSELL@sakilacustomer.org,ANNIE,RUSSELL,18,58.82,right_only
97,ANNIE.RUSSELL@sakilacustomer.org,ANNIE,RUSSELL,36,117.64,left_only
98,LILLIAN.GRIFFIN@sakilacustomer.org,LILLIAN,GRIFFIN,25,106.75,right_only
98,LILLIAN.GRIFFIN@sakilacustomer.org,LILLIAN,GRIFFIN,50,213.5,left_only
99,EMILY.DIAZ@sakilacustomer.org,EMILY,DIAZ,24,91.76,right_only
99,EMILY.DIAZ@sakilacustomer.org,EMILY,DIAZ,48,183.52,left_only
100,ROBIN.HAYES@sakilacustomer.org,ROBIN,HAYES,24,102.76,right_only
100,ROBIN.HAYES@sakilacustomer.org,ROBIN,HAYES,48,205.52,left_only
101,PEGGY.MYERS@sakilacustomer.org,PEGGY,MYERS,24,96.76,right_only
101,PEGGY.MYERS@sakilacustomer.org,PEGGY,MYERS,48,193.52,left_only
102,CRYSTAL.FORD@sakilacustomer.org,CRYSTAL,FORD,33,137.67,right_only
102,CRYSTAL.FORD@sakilacustomer.org,CRYSTAL,FORD,66,275.34,left_only
103,GLADYS.HAMILTON@sakilacustomer.org,GLADYS,HAMILTON,31,146.69,right_only
103,GLADYS.HAMILTON@sakilacustomer.org,GLADYS,HAMILTON,62,293.38,left_only
104,RITA.GRAHAM@sakilacustomer.org,RITA,GRAHAM,24,92.76,right_only
104,RITA.GRAHAM@sakilacustomer.org,RITA,GRAHAM,48,185.52,left_only
105,DAWN.SULLIVAN@sakilacustomer.org,DAWN,SULLIVAN,26,120.74,right_only
105,DAWN.SULLIVAN@sakilacustomer.org,DAWN,SULLIVAN,52,241.48,left_only
106,CONNIE.WALLACE@sakilacustomer.org,CONNIE,WALLACE,23,100.77,right_only
106,CONNIE.WALLACE@sakilacustomer.org,CONNIE,WALLACE,46,201.54,left_only
107,FLORENCE.WOODS@sakilacustomer.org,FLORENCE,WOODS,30,126.7,right_only
107,FLORENCE.WOODS@sakilacustomer.org,FLORENCE,WOODS,60,253.4,left_only
108,TRACY.COLE@sakilacustomer.org,TRACY,COLE,30,132.7,right_only
108,TRACY.COLE@sakilacustomer.org,TRACY,COLE,60,265.4,left_only
109,EDNA.WEST@sakilacustomer.org,EDNA,WEST,26,107.74,right_only
109,EDNA.WEST@sakilacustomer.org,EDNA,WEST,52,215.48,left_only
110,TIFFANY.JORDAN@sakilacustomer.org,TIFFANY,JORDAN,14,59.86,right_only
110,TIFFANY.JORDAN@sakilacustomer.org,TIFFANY,JORDAN,28,119.72,left_only
111,CARMEN.OWENS@sakilacustomer.org,CARMEN,OWENS,26,97.74,right_only
111,CARMEN.OWENS@sakilacustomer.org,CARMEN,OWENS,52,195.48,left_only
112,ROSA.REYNOLDS@sakilacustomer.org,ROSA,REYNOLDS,30,133.7,right_only
112,ROSA.REYNOLDS@sakilacustomer.org,ROSA,REYNOLDS,60,267.4,left_only
113,CINDY.FISHER@sakilacustomer.org,CINDY,FISHER,29,113.71,right_only
113,CINDY.FISHER@sakilacustomer.org,CINDY,FISHER,58,227.42,left_only
114,GRACE.ELLIS@sakilacustomer.org,GRACE,ELLIS,33,139.67,right_only
114,GRACE.ELLIS@sakilacustomer.org,GRACE,ELLIS,66,279.34,left_only
115,WENDY.HARRISON@sakilacustomer.org,WENDY,HARRISON,30,91.7,right_only
115,WENDY.HARRISON@sakilacustomer.org,WENDY,HARRISON,60,183.4,left_only
116,VICTORIA.GIBSON@sakilacustomer.org,VICTORIA,GIBSON,27,111.73,right_only
116,VICTORIA.GIBSON@sakilacustomer.org,VICTORIA,GIBSON,54,223.46,left_only
117,EDITH.MCDONALD@sakilacustomer.org,EDITH,MCDONALD,19,71.81,right_only
117,EDITH.MCDONALD@sakilacustomer.org,EDITH,MCDONALD,38,143.62,left_only
118,KIM.CRUZ@sakilacustomer.org,KIM,CRUZ,21,82.79,right_only
118,KIM.CRUZ@sakilacustomer.org,KIM,CRUZ,42,165.58,left_only
119,SHERRY.MARSHALL@sakilacustomer.org,SHERRY,MARSHALL,34,153.66,right_only
119,SHERRY.MARSHALL@sakilacustomer.org,SHERRY,MARSHALL,68,307.32,left_only
120,SYLVIA.ORTIZ@sakilacustomer.org,SYLVIA,ORTIZ,32,143.68,right_only
120,SYLVIA.ORTIZ@sakilacustomer.org,SYLVIA,ORTIZ,64,287.36,left_only
121,JOSEPHINE.GOMEZ@sakilacustomer.org,JOSEPHINE,GOMEZ,26,109.74,right_only
121,JOSEPHINE.GOMEZ@sakilacustomer.org,JOSEPHINE,GOMEZ,52,219.48,left_only
122,THELMA.MURRAY@sakilacustomer.org,THELMA,MURRAY,32,126.68,right_only
122,THELMA.MURRAY@sakilacustomer.org,THELMA,MURRAY,64,253.36,left_only
123,SHANNON.FREEMAN@sakilacustomer.org,SHANNON,FREEMAN,24,100.76,right_only
123,SHANNON.FREEMAN@sakilacustomer.org,SHANNON,FREEMAN,48,201.52,left_only
124,SHEILA.WELLS@sakilacustomer.org,SHEILA,WELLS,18,73.82,right_only
124,SHEILA.WELLS@sakilacustomer.org,SHEILA,WELLS,36,147.64,left_only
125,ETHEL.WEBB@sakilacustomer.org,ETHEL,WEBB,32,135.68,right_only
125,ETHEL.WEBB@sakilacustomer.org,ETHEL,WEBB,64,271.36,left_only
126,ELLEN.SIMPSON@sakilacustomer.org,ELLEN,SIMPSON,28,117.72,right_only
126,ELLEN.SIMPSON@sakilacustomer.org,ELLEN,SIMPSON,56,235.44,left_only
127,ELAINE.STEVENS@sakilacustomer.org,ELAINE,STEVENS,26,115.8,right_only
127,ELAINE.STEVENS@sakilacustomer.org,ELAINE,STEVENS,52,231.6,left_only
128,MARJORIE.TUCKER@sakilacustomer.org,MARJORIE,TUCKER,32,127.68,right_only
128,MARJORIE.TUCKER@sakilacustomer.org,MARJORIE,TUCKER,64,255.36,left_only
129,CARRIE.PORTER@sakilacustomer.org,CARRIE,PORTER,34,124.66,right_only
129,CARRIE.PORTER@sakilacustomer.org,CARRIE,PORTER,68,249.32,left_only
130,CHARLOTTE.HUNTER@sakilacustomer.org,CHARLOTTE,HUNTER,25,96.79,right_only
130,CHARLOTTE.HUNTER@sakilacustomer.org,CHARLOTTE,HUNTER,50,193.58,left_only
131,MONICA.HICKS@sakilacustomer.org,MONICA,HICKS,30,128.7,right_only
131,MONICA.HICKS@sakilacustomer.org,MONICA,HICKS,60,257.4,left_only
132,ESTHER.CRAWFORD@sakilacustomer.org,ESTHER,CRAWFORD,28,95.72,right_only
132,ESTHER.CRAWFORD@sakilacustomer.org,ESTHER,CRAWFORD,56,191.44,left_only
133,PAULINE.HENRY@sakilacustomer.org,PAULINE,HENRY,27,98.73,right_only
133,PAULINE.HENRY@sakilacustomer.org,PAULINE,HENRY,54,197.46,left_only
134,EMMA.BOYD@sakilacustomer.org,EMMA,BOYD,23,94.77,right_only
134,EMMA.BOYD@sakilacustomer.org,EMMA,BOYD,46,189.54,left_only
135,JUANITA.MASON@sakilacustomer.org,JUANITA,MASON,30,110.7,right_only
135,JUANITA.MASON@sakilacustomer.org,JUANITA,MASON,60,221.4,left_only
136,ANITA.MORALES@sakilacustomer.org,ANITA,MORALES,15,62.85,right_only
136,ANITA.MORALES@sakilacustomer.org,ANITA,MORALES,30,125.7,left_only
137,RHONDA.KENNEDY@sakilacustomer.org,RHONDA,KENNEDY,39,194.61,right_only
137,RHONDA.KENNEDY@sakilacustomer.org,RHONDA,KENNEDY,78,389.22,left_only
138,HAZEL.WARREN@sakilacustomer.org,HAZEL,WARREN,34,110.66,right_only
138,HAZEL.WARREN@sakilacustomer.org,HAZEL,WARREN,68,221.32,left_only
139,AMBER.DIXON@sakilacustomer.org,AMBER,DIXON,27,113.73,right_only
139,AMBER.DIXON@sakilacustomer.org,AMBER,DIXON,54,227.46,left_only
140,EVA.RAMOS@sakilacustomer.org,EVA,RAMOS,18,83.82,right_only
140,EVA.RAMOS@sakilacustomer.org,EVA,RAMOS,36,167.64,left_only
141,DEBBIE.REYES@sakilacustomer.org,DEBBIE,REYES,32,130.68,right_only
141,DEBBIE.REYES@sakilacustomer.org,DEBBIE,REYES,64,261.36,left_only
142,APRIL.BURNS@sakilacustomer.org,APRIL,BURNS,26,94.74,right_only
142,APRIL.BURNS@sakilacustomer.org,APRIL,BURNS,52,189.48,left_only
143,LESLIE.GORDON@sakilacustomer.org,LESLIE,GORDON,22,89.78,right_only
143,LESLIE.GORDON@sakilacustomer.org,LESLIE,GORDON,44,179.56,left_only
144,CLARA.SHAW@sakilacustomer.org,CLARA,SHAW,42,195.58,right_only
144,CLARA.SHAW@sakilacustomer.org,CLARA,SHAW,84,391.16,left_only
145,LUCILLE.HOLMES@sakilacustomer.org,LUCILLE,HOLMES,28,108.72,right_only
145,LUCILLE.HOLMES@sakilacustomer.org,LUCILLE,HOLMES,56,217.44,left_only
146,JAMIE.RICE@sakilacustomer.org,JAMIE,RICE,29,139.71,right_only
146,JAMIE.RICE@sakilacustomer.org,JAMIE,RICE,58,279.42,left_only
147,JOANNE.ROBERTSON@sakilacustomer.org,JOANNE,ROBERTSON,34,127.66,right_only
147,JOANNE.ROBERTSON@sakilacustomer.org,JOANNE,ROBERTSON,68,255.32,left_only
148,ELEANOR.HUNT@sakilacustomer.org,ELEANOR,HUNT,46,216.54,right_only
148,ELEANOR.HUNT@sakilacustomer.org,ELEANOR,HUNT,92,433.08,left_only
149,VALERIE.BLACK@sakilacustomer.org,VALERIE,BLACK,26,121.74,right_only
149,VALERIE.BLACK@sakilacustomer.org,VALERIE,BLACK,52,243.48,left_only
150,DANIELLE.DANIELS@sakilacustomer.org,DANIELLE,DANIELS,25,105.75,right_only
150,DANIELLE.DANIELS@sakilacustomer.org,DANIELLE,DANIELS,50,211.5,left_only
151,MEGAN.PALMER@sakilacustomer.org,MEGAN,PALMER,27,92.73,right_only
151,MEGAN.PALMER@sakilacustomer.org,MEGAN,PALMER,54,185.46,left_only
152,ALICIA.MILLS@sakilacustomer.org,ALICIA,MILLS,21,83.79,right_only
152,ALICIA.MILLS@sakilacustomer.org,ALICIA,MILLS,42,167.58,left_only
153,SUZANNE.NICHOLS@sakilacustomer.org,SUZANNE,NICHOLS,24,94.76,right_only
153,SUZANNE.NICHOLS@sakilacustomer.org,SUZANNE,NICHOLS,48,189.52,left_only
154,MICHELE.GRANT@sakilacustomer.org,MICHELE,GRANT,30,130.7,right_only
